Segment,Country,Product,Discount Band, Units Sold ,Manufacturing Price,Sale Price,Sales,COGS,Profit,Date,%Profit
Enterprise,Brunei,Indomie,None," 2,363 ","Rp 1,700","Rp 2,125","Rp 5,021,375","Rp 4,017,100","Rp 1,004,275",22 Dec 2025,20%
Enterprise,Vietnam,Teh Botol,None, 449 ,"Rp 14,300","Rp 17,875","Rp 8,025,875","Rp 6,420,700","Rp 1,605,175",22 Dec 2025,20%
Enterprise,Myanmar,Chitato,None, 800 ,"Rp 20,000","Rp 25,000","Rp 20,000,000","Rp 16,000,000","Rp 4,000,000",24 Dec 2025,20%
Enterprise,Vietnam,Indomie,None, 830 ,"Rp 22,400","Rp 28,000","Rp 23,240,000","Rp 18,592,000","Rp 4,648,000",25 Dec 2025,20%
Enterprise,Philippines,Ultra Milk,None," 2,697 ","Rp 10,300","Rp 12,875","Rp 34,723,875","Rp 27,779,100","Rp 6,944,775",27 Dec 2025,20%
Enterprise,Myanmar,Sari Roti,None, 217 ,"Rp 7,700","Rp 9,625","Rp 2,088,625","Rp 1,670,900","Rp 417,725",28 Dec 2025,20%
Enterprise,Singapore,Ultra Milk,None," 1,027 ","Rp 9,600","Rp 12,000","Rp 12,324,000","Rp 9,859,200","Rp 2,464,800",29 Dec 2025,20%
Enterprise,Indonesia,Indomie,None," 1,468 ","Rp 3,600","Rp 4,500","Rp 6,606,000","Rp 5,284,800","Rp 1,321,200",30 Dec 2025,20%
Enterprise,Indonesia,Tango,None," 2,493 ","Rp 6,500","Rp 8,125","Rp 20,255,625","Rp 16,204,500","Rp 4,051,125",31 Dec 2025,20%
Government,Malaysia,Teh Botol,None, 173 ,"Rp 12,700","Rp 15,875","Rp 2,746,375","Rp 2,197,100","Rp 549,275",1 Jan 2025,20%
Government,Vietnam,Ultra Milk,None," 2,068 ","Rp 21,300","Rp 26,625","Rp 55,060,500","Rp 44,048,400","Rp 11,012,100",3 Jan 2025,20%
Government,Cambodia,Sari Roti,None, 171 ,"Rp 15,900","Rp 19,875","Rp 3,398,625","Rp 2,718,900","Rp 679,725",4 Jan 2025,20%
Government,Malaysia,Teh Botol,None," 2,824 ","Rp 10,000","Rp 12,500","Rp 35,300,000","Rp 28,240,000","Rp 7,060,000",14 Jan 2025,20%
Government,Indonesia,Ultra Milk,None," 1,411 ","Rp 13,700","Rp 17,125","Rp 24,163,375","Rp 19,330,700","Rp 4,832,675",16 Jan 2025,20%
Government,Thailand,Tango,None, 453 ,"Rp 3,800","Rp 4,750","Rp 2,151,750","Rp 1,721,400","Rp 430,350",20 Jan 2025,20%
Government,Singapore,Ultra Milk,None," 2,665 ","Rp 3,700","Rp 4,625","Rp 12,325,625","Rp 9,860,500","Rp 2,465,125",23 Jan 2025,20%
Government,Laos,Biskuat,None," 2,162 ","Rp 24,500","Rp 30,625","Rp 66,211,250","Rp 52,969,000","Rp 13,242,250",26 Jan 2025,20%
Government,Indonesia,Gula Gulaku,None," 2,413 ","Rp 6,400","Rp 8,000","Rp 19,304,000","Rp 15,443,200","Rp 3,860,800",28 Jan 2025,20%
Government,Indonesia,Tango,None," 1,536 ","Rp 21,900","Rp 27,375","Rp 42,048,000","Rp 33,638,400","Rp 8,409,600",31 Jan 2025,20%
Government,Cambodia,Aqua,None," 1,108 ","Rp 11,800","Rp 14,750","Rp 16,343,000","Rp 13,074,400","Rp 3,268,600",1 Feb 2025,20%
Government,Thailand,Indomie,None, 562 ,"Rp 22,300","Rp 27,875","Rp 15,665,750","Rp 12,532,600","Rp 3,133,150",1 Feb 2025,20%
Government,Cambodia,Tango,None," 1,568 ","Rp 13,600","Rp 17,000","Rp 26,656,000","Rp 21,324,800","Rp 5,331,200",1 Feb 2025,20%
Government,Cambodia,Teh Botol,None," 1,248 ","Rp 18,800","Rp 23,500","Rp 29,328,000","Rp 23,462,400","Rp 5,865,600",3 Feb 2025,20%
Government,Malaysia,Biskuat,None, 510 ,"Rp 4,200","Rp 5,250","Rp 2,677,500","Rp 2,142,000","Rp 535,500",4 Feb 2025,20%
Government,Cambodia,Sari Roti,None, 523 ,"Rp 17,300","Rp 21,625","Rp 11,309,875","Rp 9,047,900","Rp 2,261,975",5 Feb 2025,20%
Government,Brunei,Tango,None," 1,982 ","Rp 11,400","Rp 14,250","Rp 28,243,500","Rp 22,594,800","Rp 5,648,700",8 Feb 2025,20%
Government,Cambodia,Tango,None," 1,437 ","Rp 14,100","Rp 17,625","Rp 25,327,125","Rp 20,261,700","Rp 5,065,425",8 Feb 2025,20%
Government,Cambodia,Tango,None, 418 ,"Rp 13,200","Rp 16,500","Rp 6,897,000","Rp 5,517,600","Rp 1,379,400",9 Feb 2025,20%
Government,Philippines,Aqua,None," 2,483 ","Rp 15,100","Rp 18,875","Rp 46,866,625","Rp 37,493,300","Rp 9,373,325",10 Feb 2025,20%
Government,Malaysia,Gula Gulaku,None," 2,056 ","Rp 19,500","Rp 24,375","Rp 50,115,000","Rp 40,092,000","Rp 10,023,000",16 Feb 2025,20%
Government,Vietnam,Ultra Milk,None," 1,688 ","Rp 3,300","Rp 4,125","Rp 6,963,000","Rp 5,570,400","Rp 1,392,600",17 Feb 2025,20%
Government,Brunei,Teh Botol,None," 1,045 ","Rp 19,100","Rp 23,875","Rp 24,949,375","Rp 19,959,500","Rp 4,989,875",19 Feb 2025,20%
Government,Singapore,Gula Gulaku,None," 2,147 ","Rp 14,500","Rp 18,125","Rp 38,914,375","Rp 31,131,500","Rp 7,782,875",20 Feb 2025,20%
Government,Myanmar,Aqua,None," 2,144 ","Rp 4,500","Rp 5,625","Rp 12,060,000","Rp 9,648,000","Rp 2,412,000",21 Feb 2025,20%
Government,Laos,Teh Botol,None," 1,567 ","Rp 24,600","Rp 30,750","Rp 48,185,250","Rp 38,548,200","Rp 9,637,050",22 Feb 2025,20%
Government,Vietnam,Tango,None," 2,779 ","Rp 15,800","Rp 19,750","Rp 54,885,250","Rp 43,908,200","Rp 10,977,050",24 Feb 2025,20%
Government,Vietnam,Chitato,None," 2,534 ","Rp 12,700","Rp 15,875","Rp 40,227,250","Rp 32,181,800","Rp 8,045,450",27 Feb 2025,20%
Government,Brunei,Tango,None, 767 ,"Rp 13,000","Rp 16,250","Rp 12,463,750","Rp 9,971,000","Rp 2,492,750",27 Feb 2025,20%
Government,Thailand,Biskuat,None," 1,869 ","Rp 22,500","Rp 28,125","Rp 52,565,625","Rp 42,052,500","Rp 10,513,125",28 Feb 2025,20%
Government,Vietnam,Ultra Milk,None," 1,487 ","Rp 15,300","Rp 19,125","Rp 28,438,875","Rp 22,751,100","Rp 5,687,775",1 Mar 2025,20%
Government,Brunei,Indomie,None," 2,951 ","Rp 21,100","Rp 26,375","Rp 77,832,625","Rp 62,266,100","Rp 15,566,525",2 Mar 2025,20%
Government,Brunei,Ultra Milk,None," 2,014 ","Rp 24,000","Rp 30,000","Rp 60,420,000","Rp 48,336,000","Rp 12,084,000",3 Mar 2025,20%
Government,Myanmar,Gula Gulaku,None, 345 ,"Rp 5,900","Rp 7,375","Rp 2,544,375","Rp 2,035,500","Rp 508,875",3 Mar 2025,20%
Government,Cambodia,Sari Roti,None," 1,023 ","Rp 8,900","Rp 11,125","Rp 11,380,875","Rp 9,104,700","Rp 2,276,175",4 Mar 2025,20%
Government,Malaysia,Indomie,None, 682 ,"Rp 12,000","Rp 15,000","Rp 10,230,000","Rp 8,184,000","Rp 2,046,000",6 Mar 2025,20%
Government,Malaysia,Nugget Fiesta,None," 1,415 ","Rp 24,600","Rp 30,750","Rp 43,511,250","Rp 34,809,000","Rp 8,702,250",7 Mar 2025,20%
Government,Brunei,Chitato,None," 2,580 ","Rp 14,900","Rp 18,625","Rp 48,052,500","Rp 38,442,000","Rp 9,610,500",7 Mar 2025,20%
Government,Laos,Biskuat,None," 1,900 ","Rp 4,400","Rp 5,500","Rp 10,450,000","Rp 8,360,000","Rp 2,090,000",8 Mar 2025,20%
Government,Indonesia,Aqua,None," 1,197 ","Rp 19,800","Rp 24,750","Rp 29,625,750","Rp 23,700,600","Rp 5,925,150",10 Mar 2025,20%
Government,Singapore,Chitato,None, 428 ,"Rp 22,600","Rp 28,250","Rp 12,091,000","Rp 9,672,800","Rp 2,418,200",11 Mar 2025,20%
Government,Vietnam,Sari Roti,None," 2,065 ","Rp 4,000","Rp 5,000","Rp 10,325,000","Rp 8,260,000","Rp 2,065,000",11 Mar 2025,20%
Government,Thailand,Nugget Fiesta,None," 1,160 ","Rp 12,200","Rp 15,250","Rp 17,690,000","Rp 14,152,000","Rp 3,538,000",15 Mar 2025,20%
Government,Malaysia,Aqua,None," 1,897 ","Rp 19,800","Rp 24,750","Rp 46,950,750","Rp 37,560,600","Rp 9,390,150",17 Mar 2025,20%
Government,Singapore,Nugget Fiesta,None, 868 ,"Rp 17,700","Rp 22,125","Rp 19,204,500","Rp 15,363,600","Rp 3,840,900",20 Mar 2025,20%
Government,Thailand,Teh Botol,None," 1,375 ","Rp 11,900","Rp 14,875","Rp 20,453,125","Rp 16,362,500","Rp 4,090,625",23 Mar 2025,20%
Government,Laos,Indomie,None," 2,599 ","Rp 18,100","Rp 22,625","Rp 58,802,375","Rp 47,041,900","Rp 11,760,475",24 Mar 2025,20%
Government,Brunei,Chitato,None," 2,442 ","Rp 13,900","Rp 17,375","Rp 42,429,750","Rp 33,943,800","Rp 8,485,950",29 Mar 2025,20%
Government,Thailand,Chitato,None," 1,072 ","Rp 20,300","Rp 25,375","Rp 27,202,000","Rp 21,761,600","Rp 5,440,400",1 Apr 2025,20%
Government,Cambodia,Aqua,None," 1,589 ","Rp 22,000","Rp 27,500","Rp 43,697,500","Rp 34,958,000","Rp 8,739,500",3 Apr 2025,20%
Government,Vietnam,Chitato,None," 2,427 ","Rp 13,100","Rp 16,375","Rp 39,742,125","Rp 31,793,700","Rp 7,948,425",3 Apr 2025,20%
Government,Philippines,Indomie,None," 1,453 ","Rp 23,600","Rp 29,500","Rp 42,863,500","Rp 34,290,800","Rp 8,572,700",3 Apr 2025,20%
Government,Thailand,Nugget Fiesta,None," 1,724 ","Rp 7,400","Rp 9,250","Rp 15,947,000","Rp 12,757,600","Rp 3,189,400",3 Apr 2025,20%
Government,Laos,Biskuat,None, 735 ,"Rp 15,200","Rp 19,000","Rp 13,965,000","Rp 11,172,000","Rp 2,793,000",12 Apr 2025,20%
Government,Vietnam,Biskuat,None," 2,502 ","Rp 13,800","Rp 17,250","Rp 43,159,500","Rp 34,527,600","Rp 8,631,900",12 Apr 2025,20%
Government,Brunei,Tango,None, 616 ,"Rp 22,900","Rp 28,625","Rp 17,633,000","Rp 14,106,400","Rp 3,526,600",17 Apr 2025,20%
Government,Indonesia,Ultra Milk,None," 2,461 ","Rp 21,200","Rp 26,500","Rp 65,216,500","Rp 52,173,200","Rp 13,043,300",17 Apr 2025,20%
Government,Brunei,Nugget Fiesta,None, 325 ,"Rp 11,500","Rp 14,375","Rp 4,671,875","Rp 3,737,500","Rp 934,375",18 Apr 2025,20%
Government,Vietnam,Chitato,None, 750 ,"Rp 21,000","Rp 26,250","Rp 19,687,500","Rp 15,750,000","Rp 3,937,500",21 Apr 2025,20%
Government,Brunei,Biskuat,None, 673 ,"Rp 6,100","Rp 7,625","Rp 5,131,625","Rp 4,105,300","Rp 1,026,325",23 Apr 2025,20%
Government,Indonesia,Nugget Fiesta,None," 2,770 ","Rp 21,800","Rp 27,250","Rp 75,482,500","Rp 60,386,000","Rp 15,096,500",24 Apr 2025,20%
Government,Philippines,Aqua,None," 1,562 ","Rp 12,100","Rp 15,125","Rp 23,625,250","Rp 18,900,200","Rp 4,725,050",27 Apr 2025,20%
Government,Malaysia,Teh Botol,None," 2,484 ","Rp 13,000","Rp 16,250","Rp 40,365,000","Rp 32,292,000","Rp 8,073,000",27 Apr 2025,20%
Government,Singapore,Chitato,None, 257 ,"Rp 16,600","Rp 20,750","Rp 5,332,750","Rp 4,266,200","Rp 1,066,550",30 Apr 2025,20%
Government,Laos,Aqua,None," 1,395 ","Rp 17,000","Rp 21,250","Rp 29,643,750","Rp 23,715,000","Rp 5,928,750",4 May 2025,20%
Government,Indonesia,Nugget Fiesta,None," 2,635 ","Rp 16,600","Rp 20,750","Rp 54,676,250","Rp 43,741,000","Rp 10,935,250",7 May 2025,20%
Government,Myanmar,Biskuat,None, 155 ,"Rp 3,700","Rp 4,625","Rp 716,875","Rp 573,500","Rp 143,375",9 May 2025,20%
Government,Cambodia,Tango,None," 1,552 ","Rp 14,500","Rp 18,125","Rp 28,130,000","Rp 22,504,000","Rp 5,626,000",9 May 2025,20%
Government,Cambodia,Aqua,None, 189 ,"Rp 15,000","Rp 18,750","Rp 3,543,750","Rp 2,835,000","Rp 708,750",10 May 2025,20%
Government,Cambodia,Aqua,None," 1,468 ","Rp 11,800","Rp 14,750","Rp 21,653,000","Rp 17,322,400","Rp 4,330,600",17 May 2025,20%
Government,Philippines,Ultra Milk,None," 1,085 ","Rp 2,900","Rp 3,625","Rp 3,933,125","Rp 3,146,500","Rp 786,625",17 May 2025,20%
Government,Malaysia,Gula Gulaku,None," 1,651 ","Rp 10,100","Rp 12,625","Rp 20,843,875","Rp 16,675,100","Rp 4,168,775",20 May 2025,20%
Government,Malaysia,Nugget Fiesta,None," 2,984 ","Rp 20,300","Rp 25,375","Rp 75,719,000","Rp 60,575,200","Rp 15,143,800",20 May 2025,20%
Government,Philippines,Gula Gulaku,None," 1,517 ","Rp 5,700","Rp 7,125","Rp 10,808,625","Rp 8,646,900","Rp 2,161,725",20 May 2025,20%
Government,Indonesia,Indomie,None," 2,237 ","Rp 9,300","Rp 11,625","Rp 26,005,125","Rp 20,804,100","Rp 5,201,025",22 May 2025,20%
Government,Myanmar,Chitato,None," 2,151 ","Rp 5,200","Rp 6,500","Rp 13,981,500","Rp 11,185,200","Rp 2,796,300",22 May 2025,20%
Government,Myanmar,Biskuat,None," 1,522 ","Rp 6,600","Rp 8,250","Rp 12,556,500","Rp 10,045,200","Rp 2,511,300",22 May 2025,20%
Government,Indonesia,Nugget Fiesta,None," 1,654 ","Rp 2,900","Rp 3,625","Rp 5,995,750","Rp 4,796,600","Rp 1,199,150",26 May 2025,20%
Government,Vietnam,Nugget Fiesta,None, 489 ,"Rp 22,500","Rp 28,125","Rp 13,753,125","Rp 11,002,500","Rp 2,750,625",27 May 2025,20%
Government,Cambodia,Aqua,None, 920 ,"Rp 22,800","Rp 28,500","Rp 26,220,000","Rp 20,976,000","Rp 5,244,000",27 May 2025,20%
Government,Cambodia,Indomie,None, 718 ,"Rp 18,500","Rp 23,125","Rp 16,603,750","Rp 13,283,000","Rp 3,320,750",29 May 2025,20%
Government,Brunei,Nugget Fiesta,None," 2,048 ","Rp 18,000","Rp 22,500","Rp 46,080,000","Rp 36,864,000","Rp 9,216,000",30 May 2025,20%
Government,Singapore,Teh Botol,None," 2,046 ","Rp 12,600","Rp 15,750","Rp 32,224,500","Rp 25,779,600","Rp 6,444,900",30 May 2025,20%
Government,Singapore,Tango,None, 112 ,"Rp 8,100","Rp 10,125","Rp 1,134,000","Rp 907,200","Rp 226,800",31 May 2025,20%
Government,Laos,Teh Botol,None," 2,353 ","Rp 2,800","Rp 3,500","Rp 8,235,500","Rp 6,588,400","Rp 1,647,100",2 Jun 2025,20%
Government,Cambodia,Teh Botol,None," 1,550 ","Rp 10,900","Rp 13,625","Rp 21,118,750","Rp 16,895,000","Rp 4,223,750",6 Jun 2025,20%
Government,Laos,Indomie,None," 1,069 ","Rp 4,900","Rp 6,125","Rp 6,547,625","Rp 5,238,100","Rp 1,309,525",7 Jun 2025,20%
Government,Indonesia,Gula Gulaku,None," 1,385 ","Rp 20,800","Rp 26,000","Rp 36,010,000","Rp 28,808,000","Rp 7,202,000",10 Jun 2025,20%
Government,Philippines,Tango,None," 1,550 ","Rp 3,600","Rp 4,500","Rp 6,975,000","Rp 5,580,000","Rp 1,395,000",12 Jun 2025,20%
Government,Indonesia,Aqua,None," 2,926 ","Rp 22,300","Rp 27,875","Rp 81,562,250","Rp 65,249,800","Rp 16,312,450",13 Jun 2025,20%
Government,Myanmar,Nugget Fiesta,None," 2,348 ","Rp 13,200","Rp 16,500","Rp 38,742,000","Rp 30,993,600","Rp 7,748,400",13 Jun 2025,20%
Government,Laos,Biskuat,None," 1,571 ","Rp 24,400","Rp 30,500","Rp 47,915,500","Rp 38,332,400","Rp 9,583,100",14 Jun 2025,20%
Government,Cambodia,Ultra Milk,None," 1,018 ","Rp 10,400","Rp 13,000","Rp 13,234,000","Rp 10,587,200","Rp 2,646,800",17 Jun 2025,20%
Government,Indonesia,Teh Botol,None," 1,987 ","Rp 7,200","Rp 9,000","Rp 17,883,000","Rp 14,306,400","Rp 3,576,600",19 Jun 2025,20%
Government,Malaysia,Aqua,None," 1,584 ","Rp 21,800","Rp 27,250","Rp 43,164,000","Rp 34,531,200","Rp 8,632,800",20 Jun 2025,20%
Government,Cambodia,Aqua,None," 2,819 ","Rp 11,100","Rp 13,875","Rp 39,113,625","Rp 31,290,900","Rp 7,822,725",21 Jun 2025,20%
Government,Philippines,Sari Roti,None, 859 ,"Rp 17,500","Rp 21,875","Rp 18,790,625","Rp 15,032,500","Rp 3,758,125",24 Jun 2025,20%
Government,Malaysia,Nugget Fiesta,None, 824 ,"Rp 16,300","Rp 20,375","Rp 16,789,000","Rp 13,431,200","Rp 3,357,800",25 Jun 2025,20%
Government,Vietnam,Teh Botol,None," 2,411 ","Rp 6,800","Rp 8,500","Rp 20,493,500","Rp 16,394,800","Rp 4,098,700",26 Jun 2025,20%
Government,Brunei,Ultra Milk,None, 334 ,"Rp 19,600","Rp 24,500","Rp 8,183,000","Rp 6,546,400","Rp 1,636,600",27 Jun 2025,20%
Government,Philippines,Nugget Fiesta,None," 2,710 ","Rp 12,900","Rp 16,125","Rp 43,698,750","Rp 34,959,000","Rp 8,739,750",27 Jun 2025,20%
Government,Brunei,Aqua,None," 2,525 ","Rp 19,100","Rp 23,875","Rp 60,284,375","Rp 48,227,500","Rp 12,056,875",28 Jun 2025,20%
Government,Malaysia,Chitato,None," 1,660 ","Rp 16,200","Rp 20,250","Rp 33,615,000","Rp 26,892,000","Rp 6,723,000",29 Jun 2025,20%
Government,Singapore,Sari Roti,None, 800 ,"Rp 21,600","Rp 27,000","Rp 21,600,000","Rp 17,280,000","Rp 4,320,000",29 Jun 2025,20%
Government,Laos,Chitato,None," 2,366 ","Rp 12,900","Rp 16,125","Rp 38,151,750","Rp 30,521,400","Rp 7,630,350",30 Jun 2025,20%
Government,Laos,Biskuat,None," 1,272 ","Rp 9,300","Rp 11,625","Rp 14,787,000","Rp 11,829,600","Rp 2,957,400",1 Jul 2025,20%
Government,Thailand,Chitato,None, 217 ,"Rp 2,600","Rp 3,250","Rp 705,250","Rp 564,200","Rp 141,050",1 Jul 2025,20%
Government,Indonesia,Chitato,None," 2,416 ","Rp 13,600","Rp 17,000","Rp 41,072,000","Rp 32,857,600","Rp 8,214,400",2 Jul 2025,20%
Government,Myanmar,Gula Gulaku,None," 1,126 ","Rp 22,900","Rp 28,625","Rp 32,231,750","Rp 25,785,400","Rp 6,446,350",3 Jul 2025,20%
Government,Malaysia,Tango,None," 2,458 ","Rp 19,800","Rp 24,750","Rp 60,835,500","Rp 48,668,400","Rp 12,167,100",4 Jul 2025,20%
Government,Thailand,Ultra Milk,None," 2,366 ","Rp 15,700","Rp 19,625","Rp 46,432,750","Rp 37,146,200","Rp 9,286,550",4 Jul 2025,20%
Government,Indonesia,Ultra Milk,None, 986 ,"Rp 11,400","Rp 14,250","Rp 14,050,500","Rp 11,240,400","Rp 2,810,100",5 Jul 2025,20%
Government,Singapore,Ultra Milk,None," 1,751 ","Rp 17,400","Rp 21,750","Rp 38,084,250","Rp 30,467,400","Rp 7,616,850",11 Jul 2025,20%
Government,Thailand,Sari Roti,None," 2,336 ","Rp 7,200","Rp 9,000","Rp 21,024,000","Rp 16,819,200","Rp 4,204,800",11 Jul 2025,20%
Government,Singapore,Chitato,None," 2,061 ","Rp 13,700","Rp 17,125","Rp 35,294,625","Rp 28,235,700","Rp 7,058,925",13 Jul 2025,20%
Government,Laos,Ultra Milk,None," 2,653 ","Rp 24,900","Rp 31,125","Rp 82,574,625","Rp 66,059,700","Rp 16,514,925",14 Jul 2025,20%
Government,Indonesia,Biskuat,None," 2,101 ","Rp 2,500","Rp 3,125","Rp 6,565,625","Rp 5,252,500","Rp 1,313,125",16 Jul 2025,20%
Government,Thailand,Sari Roti,None, 318 ,"Rp 9,000","Rp 11,250","Rp 3,577,500","Rp 2,862,000","Rp 715,500",16 Jul 2025,20%
Government,Brunei,Indomie,None, 657 ,"Rp 16,100","Rp 20,125","Rp 13,222,125","Rp 10,577,700","Rp 2,644,425",17 Jul 2025,20%
Government,Malaysia,Chitato,None, 337 ,"Rp 17,100","Rp 21,375","Rp 7,203,375","Rp 5,762,700","Rp 1,440,675",17 Jul 2025,20%
Government,Laos,Nugget Fiesta,None," 1,543 ","Rp 9,300","Rp 11,625","Rp 17,937,375","Rp 14,349,900","Rp 3,587,475",18 Jul 2025,20%
Government,Laos,Teh Botol,None," 1,739 ","Rp 3,200","Rp 4,000","Rp 6,956,000","Rp 5,564,800","Rp 1,391,200",21 Jul 2025,20%
Government,Myanmar,Aqua,None, 495 ,"Rp 3,700","Rp 4,625","Rp 2,289,375","Rp 1,831,500","Rp 457,875",21 Jul 2025,20%
Government,Malaysia,Aqua,None," 1,832 ","Rp 18,600","Rp 23,250","Rp 42,594,000","Rp 34,075,200","Rp 8,518,800",22 Jul 2025,20%
Government,Thailand,Chitato,None," 2,414 ","Rp 22,400","Rp 28,000","Rp 67,592,000","Rp 54,073,600","Rp 13,518,400",23 Jul 2025,20%
Government,Myanmar,Ultra Milk,None," 2,675 ","Rp 20,400","Rp 25,500","Rp 68,212,500","Rp 54,570,000","Rp 13,642,500",24 Jul 2025,20%
Government,Cambodia,Sari Roti,None," 2,988 ","Rp 13,500","Rp 16,875","Rp 50,422,500","Rp 40,338,000","Rp 10,084,500",24 Jul 2025,20%
Government,Malaysia,Sari Roti,None," 1,021 ","Rp 9,200","Rp 11,500","Rp 11,741,500","Rp 9,393,200","Rp 2,348,300",1 Aug 2025,20%
Government,Laos,Sari Roti,None, 461 ,"Rp 17,600","Rp 22,000","Rp 10,142,000","Rp 8,113,600","Rp 2,028,400",4 Aug 2025,20%
Government,Philippines,Indomie,None," 2,085 ","Rp 7,700","Rp 9,625","Rp 20,068,125","Rp 16,054,500","Rp 4,013,625",4 Aug 2025,20%
Government,Brunei,Teh Botol,None, 169 ,"Rp 16,700","Rp 20,875","Rp 3,527,875","Rp 2,822,300","Rp 705,575",5 Aug 2025,20%
Government,Cambodia,Indomie,None, 968 ,"Rp 17,400","Rp 21,750","Rp 21,054,000","Rp 16,843,200","Rp 4,210,800",6 Aug 2025,20%
Government,Vietnam,Ultra Milk,None," 1,407 ","Rp 11,200","Rp 14,000","Rp 19,698,000","Rp 15,758,400","Rp 3,939,600",7 Aug 2025,20%
Government,Malaysia,Teh Botol,None," 2,734 ","Rp 9,400","Rp 11,750","Rp 32,124,500","Rp 25,699,600","Rp 6,424,900",8 Aug 2025,20%
Government,Brunei,Ultra Milk,None," 2,575 ","Rp 24,500","Rp 30,625","Rp 78,859,375","Rp 63,087,500","Rp 15,771,875",9 Aug 2025,20%
Government,Myanmar,Indomie,None," 2,398 ","Rp 1,800","Rp 2,250","Rp 5,395,500","Rp 4,316,400","Rp 1,079,100",12 Aug 2025,20%
Government,Thailand,Biskuat,None," 1,267 ","Rp 1,900","Rp 2,375","Rp 3,009,125","Rp 2,407,300","Rp 601,825",13 Aug 2025,20%
Government,Myanmar,Tango,None, 354 ,"Rp 3,900","Rp 4,875","Rp 1,725,750","Rp 1,380,600","Rp 345,150",15 Aug 2025,20%
Government,Brunei,Tango,None," 2,861 ","Rp 12,600","Rp 15,750","Rp 45,060,750","Rp 36,048,600","Rp 9,012,150",15 Aug 2025,20%
Government,Malaysia,Gula Gulaku,None," 1,702 ","Rp 6,600","Rp 8,250","Rp 14,041,500","Rp 11,233,200","Rp 2,808,300",15 Aug 2025,20%
Government,Indonesia,Gula Gulaku,None," 1,783 ","Rp 14,300","Rp 17,875","Rp 31,871,125","Rp 25,496,900","Rp 6,374,225",15 Aug 2025,20%
Government,Myanmar,Nugget Fiesta,None," 1,066 ","Rp 7,200","Rp 9,000","Rp 9,594,000","Rp 7,675,200","Rp 1,918,800",18 Aug 2025,20%
Government,Singapore,Gula Gulaku,None, 744 ,"Rp 11,300","Rp 14,125","Rp 10,509,000","Rp 8,407,200","Rp 2,101,800",20 Aug 2025,20%
Government,Indonesia,Chitato,None," 1,719 ","Rp 7,200","Rp 9,000","Rp 15,471,000","Rp 12,376,800","Rp 3,094,200",25 Aug 2025,20%
Government,Malaysia,Gula Gulaku,None," 1,755 ","Rp 18,200","Rp 22,750","Rp 39,926,250","Rp 31,941,000","Rp 7,985,250",27 Aug 2025,20%
Government,Thailand,Nugget Fiesta,None," 2,593 ","Rp 10,700","Rp 13,375","Rp 34,681,375","Rp 27,745,100","Rp 6,936,275",27 Aug 2025,20%
Government,Myanmar,Biskuat,None," 2,322 ","Rp 14,900","Rp 18,625","Rp 43,247,250","Rp 34,597,800","Rp 8,649,450",27 Aug 2025,20%
Government,Laos,Teh Botol,None, 350 ,"Rp 23,100","Rp 28,875","Rp 10,106,250","Rp 8,085,000","Rp 2,021,250",30 Aug 2025,20%
Government,Thailand,Gula Gulaku,None, 849 ,"Rp 3,300","Rp 4,125","Rp 3,502,125","Rp 2,801,700","Rp 700,425",2 Sep 2025,20%
Government,Laos,Biskuat,None," 2,091 ","Rp 23,300","Rp 29,125","Rp 60,900,375","Rp 48,720,300","Rp 12,180,075",3 Sep 2025,20%
Government,Philippines,Gula Gulaku,None," 1,284 ","Rp 24,600","Rp 30,750","Rp 39,483,000","Rp 31,586,400","Rp 7,896,600",4 Sep 2025,20%
Government,Indonesia,Teh Botol,None," 2,707 ","Rp 18,300","Rp 22,875","Rp 61,922,625","Rp 49,538,100","Rp 12,384,525",6 Sep 2025,20%
Government,Philippines,Gula Gulaku,None," 1,550 ","Rp 9,100","Rp 11,375","Rp 17,631,250","Rp 14,105,000","Rp 3,526,250",8 Sep 2025,20%
Government,Vietnam,Biskuat,None," 1,911 ","Rp 6,500","Rp 8,125","Rp 15,526,875","Rp 12,421,500","Rp 3,105,375",12 Sep 2025,20%
Government,Myanmar,Teh Botol,None," 1,187 ","Rp 7,200","Rp 9,000","Rp 10,683,000","Rp 8,546,400","Rp 2,136,600",12 Sep 2025,20%
Government,Cambodia,Ultra Milk,None, 557 ,"Rp 15,100","Rp 18,875","Rp 10,513,375","Rp 8,410,700","Rp 2,102,675",13 Sep 2025,20%
Government,Brunei,Biskuat,None, 268 ,"Rp 4,200","Rp 5,250","Rp 1,407,000","Rp 1,125,600","Rp 281,400",14 Sep 2025,20%
Government,Malaysia,Tango,None," 2,787 ","Rp 3,500","Rp 4,375","Rp 12,193,125","Rp 9,754,500","Rp 2,438,625",18 Sep 2025,20%
Government,Vietnam,Sari Roti,None," 2,765 ","Rp 8,100","Rp 10,125","Rp 27,995,625","Rp 22,396,500","Rp 5,599,125",19 Sep 2025,20%
Government,Laos,Nugget Fiesta,None," 1,297 ","Rp 10,100","Rp 12,625","Rp 16,374,625","Rp 13,099,700","Rp 3,274,925",19 Sep 2025,20%
Government,Brunei,Aqua,None, 812 ,"Rp 22,600","Rp 28,250","Rp 22,939,000","Rp 18,351,200","Rp 4,587,800",20 Sep 2025,20%
Government,Cambodia,Teh Botol,None," 1,633 ","Rp 22,400","Rp 28,000","Rp 45,724,000","Rp 36,579,200","Rp 9,144,800",22 Sep 2025,20%
